,commit_date,commit_count,test_name,measurement,value
0,2022-07-08 14:20:45+00:00,1430,test-run-vegeta-rate-0.1.sh,quantile-0.5,0.551492821
1,2022-07-08 14:20:45+00:00,1430,test-run-vegeta-rate-0.1.sh,quantile-1.0,0.563154227
2,2022-07-08 14:20:45+00:00,1430,test-run-vegeta-rate-0.1.sh,quantile-mean,0.3955632446011905
3,2022-07-08 14:20:45+00:00,1430,test-run-vegeta-rate-0.1.sh,quantile-0.9,0.557094831
4,2022-07-08 14:20:45+00:00,1430,test-run-vegeta-rate-1.0.sh,quantile-0.5,0.702754152
5,2022-07-08 14:20:45+00:00,1430,test-run-vegeta-rate-1.0.sh,quantile-1.0,0.710395591
6,2022-07-08 14:20:45+00:00,1430,test-run-vegeta-rate-1.0.sh,quantile-mean,0.48251280130538954
7,2022-07-08 14:20:45+00:00,1430,test-run-vegeta-rate-1.0.sh,quantile-0.9,0.710395591
8,2022-07-01 13:12:58+00:00,1426,test-run-vegeta-rate-1.0.sh,quantile-0.5,0.6906102
9,2022-07-01 13:12:58+00:00,1426,test-run-vegeta-rate-1.0.sh,quantile-1.0,0.710859578
10,2022-07-01 13:12:58+00:00,1426,test-run-vegeta-rate-1.0.sh,quantile-mean,0.4855799769476747
11,2022-07-01 13:12:58+00:00,1426,test-run-vegeta-rate-1.0.sh,quantile-0.9,0.700626903
12,2022-07-01 13:12:58+00:00,1426,test-run-vegeta-rate-0.1.sh,quantile-0.5,0.55678568
13,2022-07-01 13:12:58+00:00,1426,test-run-vegeta-rate-0.1.sh,quantile-1.0,0.586171119
14,2022-07-01 13:12:58+00:00,1426,test-run-vegeta-rate-0.1.sh,quantile-mean,0.3822561968430234
15,2022-07-01 13:12:58+00:00,1426,test-run-vegeta-rate-0.1.sh,quantile-0.9,0.586171119
16,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-0.5,0.681385608
17,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-1.0,0.717256533
18,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-mean,0.4674820857209302
19,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-0.9,0.711741913
20,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-0.5,0.546287644
21,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-1.0,0.577889865
22,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-mean,0.3886966757225435
23,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-0.9,0.5630579522000003
24,2022-06-22 08:27:38+00:00,1421,test-run-vegeta-rate-0.1.sh,quantile-0.5,0.5612567740000001
25,2022-06-22 08:27:38+00:00,1421,test-run-vegeta-rate-0.1.sh,quantile-1.0,0.576826626
26,2022-06-22 08:27:38+00:00,1421,test-run-vegeta-rate-0.1.sh,quantile-mean,0.3750967785290696
27,2022-06-22 08:27:38+00:00,1421,test-run-vegeta-rate-0.1.sh,quantile-0.9,0.570994326
28,2022-06-22 08:27:38+00:00,1421,test-run-vegeta-rate-1.0.sh,quantile-0.5,0.705755381
29,2022-06-22 08:27:38+00:00,1421,test-run-vegeta-rate-1.0.sh,quantile-1.0,0.724800268
30,2022-06-22 08:27:38+00:00,1421,test-run-vegeta-rate-1.0.sh,quantile-mean,0.510157997635294
31,2022-06-22 08:27:38+00:00,1421,test-run-vegeta-rate-1.0.sh,quantile-0.9,0.724800268
32,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-0.5,0.544774034
33,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-1.0,0.567638401
34,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-mean,0.37457802525146217
35,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-0.9,0.565568014
36,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-0.5,0.697165125
37,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-1.0,0.711780948
38,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-mean,0.47439627634117654
39,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-0.9,0.707721282
40,2022-06-28 16:04:13+00:00,1424,test-run-vegeta-rate-1.0.sh,quantile-0.5,0.680250637
41,2022-06-28 16:04:13+00:00,1424,test-run-vegeta-rate-1.0.sh,quantile-1.0,0.699867463
42,2022-06-28 16:04:13+00:00,1424,test-run-vegeta-rate-1.0.sh,quantile-mean,0.4762669998994083
43,2022-06-28 16:04:13+00:00,1424,test-run-vegeta-rate-1.0.sh,quantile-0.9,0.697974301
44,2022-06-28 16:04:13+00:00,1424,test-run-vegeta-rate-0.1.sh,quantile-0.5,0.5474153
45,2022-06-28 16:04:13+00:00,1424,test-run-vegeta-rate-0.1.sh,quantile-1.0,0.564982249
46,2022-06-28 16:04:13+00:00,1424,test-run-vegeta-rate-0.1.sh,quantile-mean,0.3587203596374268
47,2022-06-28 16:04:13+00:00,1424,test-run-vegeta-rate-0.1.sh,quantile-0.9,0.56157526
48,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-0.5,0.450589951
49,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-1.0,0.486610106
50,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-mean,0.33265904202339175
51,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-0.9,0.467851041
52,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-0.5,0.55034132
53,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-1.0,0.608461213
54,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-mean,0.4048819418994079
55,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-0.9,0.608461213
56,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-0.5,0.642076689
57,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-1.0,0.672069386
58,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-mean,0.427508784705882
59,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-0.9,0.667681505
60,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-0.5,0.515761066
61,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-1.0,0.541756228
62,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-mean,0.352080877282353
63,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-0.9,0.536624667
64,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-0.5,0.48738091
65,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-1.0,0.52643815
66,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-mean,0.36596862077647063
67,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-0.1.sh,quantile-0.9,0.524679699
68,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-0.5,0.639968038
69,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-1.0,0.666593001
70,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-mean,0.4842025137988166
71,2022-05-10 15:03:53+00:00,1416,test-run-vegeta-rate-1.0.sh,quantile-0.9,0.66653494
72,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-1.0.sh,quantile-0.5,0.610515583
73,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-1.0.sh,quantile-1.0,0.633024001
74,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-1.0.sh,quantile-mean,0.48618416613636334
75,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-1.0.sh,quantile-0.9,0.625655463
76,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-0.1.sh,quantile-0.5,0.401779745
77,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-0.1.sh,quantile-1.0,0.424903732
78,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-0.1.sh,quantile-mean,0.31879996906493513
79,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-0.1.sh,quantile-0.9,0.424903732
80,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-0.1.sh,quantile-0.5,0.628418581
81,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-0.1.sh,quantile-1.0,0.641848226
82,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-0.1.sh,quantile-mean,0.4620280013963416
83,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-0.1.sh,quantile-0.9,0.641848226
84,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-1.0.sh,quantile-0.5,0.92932113
85,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-1.0.sh,quantile-1.0,0.938659659
86,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-1.0.sh,quantile-mean,0.6745561811349693
87,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-1.0.sh,quantile-0.9,0.937592269
88,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-1.0.sh,quantile-0.5,0.931795845
89,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-1.0.sh,quantile-1.0,0.936971407
90,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-1.0.sh,quantile-mean,0.6524367439573171
91,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-1.0.sh,quantile-0.9,0.936971407
92,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-0.1.sh,quantile-0.5,0.629126568
93,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-0.1.sh,quantile-1.0,0.642195783
94,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-0.1.sh,quantile-mean,0.46076769267878775
95,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-0.1.sh,quantile-0.9,0.642195783
96,2022-07-11 09:35:48+00:00,1431,test-run-vegeta-rate-0.1.sh,quantile-0.5,0.639547799
97,2022-07-11 09:35:48+00:00,1431,test-run-vegeta-rate-0.1.sh,quantile-1.0,0.6574758
98,2022-07-11 09:35:48+00:00,1431,test-run-vegeta-rate-0.1.sh,quantile-mean,0.4764568011042946
99,2022-07-11 09:35:48+00:00,1431,test-run-vegeta-rate-0.1.sh,quantile-0.9,0.646588958
100,2022-07-11 09:35:48+00:00,1431,test-run-vegeta-rate-1.0.sh,quantile-0.5,0.929504625
101,2022-07-11 09:35:48+00:00,1431,test-run-vegeta-rate-1.0.sh,quantile-1.0,0.947634822
102,2022-07-11 09:35:48+00:00,1431,test-run-vegeta-rate-1.0.sh,quantile-mean,0.7098461136666673
103,2022-07-11 09:35:48+00:00,1431,test-run-vegeta-rate-1.0.sh,quantile-0.9,0.947634822
104,2022-06-02 08:11:35+00:00,1417,test-run-vegeta-rate-1.0.sh,quantile-0.5,0.930754785
105,2022-06-02 08:11:35+00:00,1417,test-run-vegeta-rate-1.0.sh,quantile-1.0,0.936923269
106,2022-06-02 08:11:35+00:00,1417,test-run-vegeta-rate-1.0.sh,quantile-mean,0.73028356408125
107,2022-06-02 08:11:35+00:00,1417,test-run-vegeta-rate-1.0.sh,quantile-0.9,0.936923269
108,2022-06-02 08:11:35+00:00,1417,test-run-vegeta-rate-0.1.sh,quantile-0.5,0.629485702
109,2022-06-02 08:11:35+00:00,1417,test-run-vegeta-rate-0.1.sh,quantile-1.0,0.641261336
110,2022-06-02 08:11:35+00:00,1417,test-run-vegeta-rate-0.1.sh,quantile-mean,0.45398126768902425
111,2022-06-02 08:11:35+00:00,1417,test-run-vegeta-rate-0.1.sh,quantile-0.9,0.635911691
112,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-0.1.sh,quantile-0.5,0.634965299
113,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-0.1.sh,quantile-1.0,0.650092294
114,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-0.1.sh,quantile-mean,0.46036682672839513
115,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-0.1.sh,quantile-0.9,0.650092294
116,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-1.0.sh,quantile-0.5,0.940081506
117,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-1.0.sh,quantile-1.0,0.952873786
118,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-1.0.sh,quantile-mean,0.703483976892406
119,2022-07-13 12:58:46+00:00,1434,test-run-vegeta-rate-1.0.sh,quantile-0.9,0.946591206
